year,end,id,role,district,school,etlp_learningtargets,etlp_studentsassess,etlp_studentsidentify,etlp_feedbacktotargets,etlp_studenttostudentfeedback,etlp_studentsstatecriteria,etlp_instructionstatestandards,cfa_usecfa,cfa_allincfa,etlp_cfa_studentreviewscfa,cfa_cfausedtoplan,memberofteam,dbdm_teamreviewsdata,dbdm_teampositive,dbdm_effectiveteamingpractices,dbdm_datadeterminepractices,dbdm_visualrepresetations,lead_leadersmanage,lead_teachertoteacherfeedback,lead_leadercommitted,lead_leaderactive,pd_pdinstruuction,pd_coachinginstruction,pd_pdmonitor,pd_teacherfeedbackinstruction
Baseline,2017-03-14 12:53,R_1mOyUiU9jTWSkkC,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,4,4,5,4,4,5,5,5,4,5,1,5,4,4,5,5,4,5,5,4,5,4,5,5
Baseline,2017-03-14 13:02,R_T8eamIT7POSxXRT,Special Educator,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,5,5,5,5,4,5,5,5,4,5,1,5,5,5,5,5,4,4,4,4,4,4,4,4
Baseline,2017-03-14 13:49,R_D5X1cYK1P1Y4Fkl,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,3,4,3,4,3,5,5,5,5,5,5,1,4,5,4,4,4,4,4,4,3,4,4,4,3
Baseline,2017-03-14 14:20,R_2rMYjMOIFW4igeV,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,2,4,3,5,4,1,5,5,5,4,4,1,2,5,2,1,4,4,4,4,4,4,2,2,2
Baseline,2017-03-14 14:25,R_1mQKJ4W0a8uGv1u,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,2,3,2,5,2,1,5,5,5,4,5,1,5,2,5,5,5,4,3,5,3,5,3,3,2
Baseline,2017-03-14 15:00,R_1ZcjkPevj3uE9DX,Special Educator,MERAMEC VALLEY R-III,Meramec Valley Middle School,2,2,4,4,3,3,5,5,4,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4
Baseline,2017-03-14 15:15,R_PTi8EnLzLVWm9pf,Special Educator,MERAMEC VALLEY R-III,Meramec Valley Middle School,3,4,4,4,4,3,5,5,5,3,5,1,5,4,2,4,5,4,5,5,4,5,4,4,3
Baseline,2017-03-14 15:57,R_22E10yC4xuAX8jt,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,5,5,5,4,5,5,5,5,5,4,1,5,4,4,4,5,4,4,4,4,5,5,5,4
Baseline,2017-03-14 19:35,R_2XcEGFDlcs8vYv7,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,3,4,4,4,5,2,4,4,5,5,5,1,4,3,3,4,3,4,4,4,3,4,4,4,2
Baseline,2017-03-14 19:45,R_2QEV6KMpSC0iJoM,Special Educator,MERAMEC VALLEY R-III,Meramec Valley Middle School,5,5,4,4,4,4,5,5,5,4,5,1,5,5,5,5,5,4,4,5,4,5,4,5,4
Baseline,2017-03-14 20:03,R_3LjwN4rHkgI3OUd,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,5,2,4,2,2,4,5,5,2,4,1,4,4,5,4,4,4,5,4,4,5,4,4,4
Baseline,2017-03-14 20:16,R_0vthIbPKSvuQ4Xn,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,2,4,4,4,4,4,4,4,4,4,4,1,3,3,2,4,4,4,4,4,3,4,4,4,3
Baseline,2017-03-14 20:30,R_3mltaxBKPQDExOi,Other,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,5,4,5,4,5,5,5,5,5,5,1,4,5,4,4,5,4,5,5,4,4,4,3,4
Baseline,2017-03-17 1:16,R_1IXgTySjZmCv9ip,Teacher,FT. ZUMWALT R-II,Progress South Elementary School,4,4,4,4,2,4,5,1,1,1,1,1,4,4,5,5,5,5,4,5,4,4,2,4,2
Baseline,2017-03-17 13:59,R_2D5NEIuWPd2rp3E,Other,STRAIN-JAPAN R-XVI,Strain-Japan Elementary,5,5,4,5,4,5,5,5,5,5,5,1,5,4,5,5,5,5,4,4,4,4,4,5,3
Baseline,2017-03-18 8:35,R_3fWdjoy1HXZBXKe,Teacher,FT. ZUMWALT R-II,Progress South Elementary School,2,2,4,5,2,3,4,3,5,3,5,1,2,2,3,3,3,4,4,5,5,4,5,5,4
Baseline,2017-03-18 10:06,R_2dFtr2zxOhNPRR7,Teacher,FT. ZUMWALT R-II,Progress South Elementary School,3,4,4,4,4,4,5,5,5,5,5,0,,,,4,4,5,4,5,5,5,5,5,5
Baseline,2017-03-19 8:06,R_1PcRQItxZWwJfKS,Teacher,SEDALIA 200,Horace Mann Elementary,4,2,2,4,4,3,5,4,5,2,5,1,5,4,4,5,5,4,3,5,3,4,4,4,2
Baseline,2017-03-19 10:02,R_2frpgK9V8JMzT1U,Teacher,MERAMEC VALLEY R-III,Meramec Valley Middle School,4,4,4,4,5,4,5,5,,5,4,1,4,5,5,5,3,4,3,4,3,4,4,4,4
Baseline,2017-03-19 13:07,R_3JauSYbXd6AHOz8,Teacher,FT. ZUMWALT R-II,Progress South Elementary School,4,4,3,4,3,3,4,4,4,3,4,0,,,,4,5,4,4,4,4,5,5,5,2
Baseline,2017-03-19 17:49,R_3GkRKAEggpud8EY,Special Educator,FT. ZUMWALT R-II,Mount Hope Elementary School,1,4,3,5,4,3,5,5,5,5,5,1,5,5,5,5,5,5,5,4,5,5,4,5,4
Baseline,2017-03-20 13:32,R_1KrIL0Ll6zG5oqR,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,4,4,3,5,3,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-20 14:38,R_2rH383QSXUYwMCO,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,4,5,4,5,3,4,5,5,5,4,5,1,5,5,5,5,4,5,5,5,4,4,4,4,5
Baseline,2017-03-20 15:41,R_z3dsz5eKWaqjpHX,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,2,4,4,4,5,4,5,5,5,4,5,1,5,5,5,5,5,5,4,4,5,5,4,5,3
Baseline,2017-03-20 15:46,R_1hKeitgZ0LqXpkr,Special Educator,FT. ZUMWALT R-II,Mid Rivers Elementary School,5,4,4,5,4,4,5,5,5,5,5,1,4,4,5,5,4,5,4,5,4,4,4,3,4
Baseline,2017-03-20 17:37,R_1g878EwZw10AFeZ,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,5,5,5,5,5,4,5,4,5,4,5,1,3,4,5,3,3,4,3,4,3,3,3,3,2
Baseline,2017-03-20 19:21,R_1fe1oreibShfJpz,Teacher,POPLAR BLUFF R-I,O'Neal Elementary School,4,4,4,5,4,4,5,5,5,4,5,1,4,5,4,5,5,5,4,5,4,4,4,4,4
Baseline,2017-03-20 20:28,R_1GJQoNQ9OtgLhjX,Teacher,POPLAR BLUFF R-I,O'Neal Elementary School,4,3,4,5,5,5,5,5,5,5,5,1,5,5,4,5,4,5,3,5,4,4,4,4,2
Baseline,2017-03-21 7:52,R_Y9sxnGBfdUsjhtv,Teacher,POPLAR BLUFF R-I,O'Neal Elementary School,3,4,3,4,2,4,4,4,5,4,5,0,,,,4,5,5,4,5,4,4,3,4,3
Baseline,2017-03-21 8:19,R_vOI9yiLFBBDdYlz,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,4,5,3,5,4,4,4,5,5,5,4,1,4,5,5,5,4,4,4,4,4,5,4,5,4
Baseline,2017-03-21 8:26,R_1dzEuFMMXPgNJ95,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,3,2,2,4,2,2,4,2,2,2,2,1,4,4,4,4,4,5,5,5,5,5,5,5,4
Baseline,2017-03-21 8:36,R_D2l61cHJDYATnzP,Special Educator,POPLAR BLUFF R-I,O'Neal Elementary School,2,2,4,3,4,2,4,3,2,3,4,0,,,,4,4,4,4,4,4,4,4,4,4
Baseline,2017-03-21 9:30,R_12EyG5UEzsYNPla,Other,POPLAR BLUFF R-I,O'Neal Elementary School,3,3,3,4,2,2,5,4,5,3,5,1,2,4,1,2,2,3,3,3,4,4,4,4,2
Baseline,2017-03-21 14:42,R_1MRLW4tar9RCfU1,Teacher,POPLAR BLUFF R-I,O'Neal Elementary School,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-21 14:53,R_1EXJDnfK5et1xLB,Teacher,FT. ZUMWALT R-II,Mid Rivers Elementary School,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-03-22 9:17,R_1OJiyzm6l08X9Gb,Teacher,FARMINGTON R-VII,Roosevelt Elementary,4,3,3,4,4,3,4,3,5,3,5,1,2,2,3,3,2,3,4,3,4,4,4,3,2
Baseline,2017-03-22 10:17,R_2YgFrECSwNYg7LN,Special Educator,FARMINGTON R-VII,Roosevelt Elementary,4,4,4,4,4,4,5,4,4,5,5,0,,,,5,4,5,5,5,5,5,5,5,4
Baseline,2017-03-22 22:30,R_3qC1PqIzlsLDJ9m,Special Educator,MCDONALD CO. R-I,Pineville Primary,2,3,4,5,4,4,5,5,5,4,5,1,5,5,4,5,4,5,4,5,5,5,5,5,3
Baseline,2017-09-06 14:54,R_2WPuX0qhd7oHLYo,Instructional Coach,MALDEN R-I,Malden Elementary,,,,,,,,,,,,1,,,,,,,,,,,,,
Baseline,2017-09-07 9:41,R_bBYfI8P82US0n4t,Building Administrator,MALDEN R-I,Malden High,,,,,,,,,,,,1,3,3,3,2,4,,,,,,,,
Baseline,2017-09-08 8:53,R_1oo7WZ6pVltONP7,Special Educator,CAMERON R-I,Cameron Intermediate School,4,3,4,5,4,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,3,5,5,5,5
Baseline,2017-09-08 8:53,R_3q8sXUPabF7mUZs,Building Administrator,CAMERON R-I,Cameron Veterans Middle School,,,,,,,,,,,,0,,,,5,3,,,,,,,,
Baseline,2017-09-08 8:58,R_yKnuzz0pcqpgHXb,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-08 9:06,R_3M59doyLb1MxLN4,Building Administrator,CAMERON R-I,Cameron Veterans Middle School,,,,,,,,,,,,0,,,,4,4,,,,,,,,
Baseline,2017-09-08 9:10,R_3ISOcrr4abasrqu,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,5,4,4,4
Baseline,2017-09-08 9:15,R_3GvQ6npG3kLZvzK,Special Educator,CAMERON R-I,Cameron Intermediate School,5,4,3,4,5,5,5,5,5,5,5,1,4,5,5,4,4,4,4,4,4,4,3,4,4
Baseline,2017-09-08 9:18,R_6R983crLOvjc1qh,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,3,5,4,5,5,4,5,5,5,5,5,1,4,4,5,4,5,4,4,4,2,4,3,5,5
Baseline,2017-09-08 9:19,R_3HSMNBf6EQkHFJM,Classroom Teacher,CAMERON R-I,Parkview Elementary,4,2,2,5,4,2,5,5,4,2,4,1,5,5,5,5,5,4,5,5,5,4,4,4,4
Baseline,2017-09-08 9:21,R_3PMmfM4S6HAuvRK,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,4,5,4,5,3,4,5,5,5,2,5,1,3,5,5,4,4,5,5,5,5,5,4,4,2
Baseline,2017-09-08 9:24,R_1f2bg9xAndy1WV2,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,4,5,5,5,5,5,5,4,4,4,4,1,2,4,5,2,2,4,3,4,4,5,4,5,3
Baseline,2017-09-08 9:25,R_1ImXIu9aP95tVeR,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,2,4,4,5,4,4,4,4,4,3,4,1,3,5,4,4,3,4,4,4,4,4,3,3,3
Baseline,2017-09-08 9:30,R_2wAooDrFdjFfcfi,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,5,5,5,4,3,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-08 9:31,R_2OH1nQqHnsgD0Eb,Other,CAMERON R-I,Cameron High School,4,3,3,3,4,3,4,4,5,4,4,1,2,3,4,3,2,4,,4,4,5,3,3,4
Baseline,2017-09-08 9:32,R_29ptfQhSOkChtEK,Classroom Teacher,CAMERON R-I,Cameron High School,1,5,5,5,4,4,4,5,5,5,5,1,2,4,4,4,2,5,5,5,5,4,4,5,4
Baseline,2017-09-08 9:38,R_24vDcy8D3z08AB4,Classroom Teacher,CAMERON R-I,Parkview Elementary,2,2,2,2,2,2,4,4,4,2,4,0,,,,,,5,5,5,5,4,4,4,4
Baseline,2017-09-08 9:42,R_50bV4l37KubCxxf,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,,4,2,4,4,2,4,4,4,4,4,1,2,4,4,4,4,3,4,3,2,3,3,4,3
Baseline,2017-09-08 9:51,R_pJF3jyK4SZV4O9b,Special Educator,CAMERON R-I,Cameron High School,4,4,4,5,5,4,5,5,5,4,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-08 9:56,R_1mF8atuHjqVYpHU,Classroom Teacher,CAMERON R-I,Cameron High School,2,3,1,5,5,3,5,5,5,2,4,1,1,3,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-09-08 10:04,R_1oj4vNlgCPj9yct,Special Educator,CAMERON R-I,Cameron Veterans Middle School,5,5,5,4,4,4,5,5,5,5,5,1,5,4,5,5,4,5,5,5,5,4,5,4,5
Baseline,2017-09-08 10:11,R_eaeGWPRIyRxlVtv,Classroom Teacher,CAMERON R-I,Cameron High School,4,2,4,5,2,2,2,3,2,2,3,1,4,5,5,4,2,5,5,4,5,5,5,5,4
Baseline,2017-09-08 10:11,R_1gOps8EFBw9R8cn,Classroom Teacher,HAYTI R-II,Mathis Elementary,2,2,2,2,2,2,5,4,4,4,4,1,4,4,4,4,4,4,4,5,5,5,5,5,5
Baseline,2017-09-08 10:21,R_12nkzuo5RaCDj50,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,5,4,3,5,5,4,5,5,5,5,5,0,,,,5,5,5,5,5,5,4,2,3,4
Baseline,2017-09-08 10:36,R_12bSrouu9YDQV1t,Classroom Teacher,CAMERON R-I,Cameron High School,4,2,2,5,2,2,2,4,5,4,5,1,5,5,5,4,4,5,5,5,5,4,3,4,4
Baseline,2017-09-08 11:01,R_1dnT7imVAmIFlwE,Classroom Teacher,CAMERON R-I,Parkview Elementary,4,3,3,5,5,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-08 11:02,R_3VR21ToEQMBjC01,Classroom Teacher,HAYTI R-II,Mathis Elementary,4,2,4,5,2,4,5,4,5,2,4,0,,,,4,5,4,4,3,4,4,4,4,4
Baseline,2017-09-08 11:20,R_25tgd3sDowM9ef8,Classroom Teacher,CAMERON R-I,Parkview Elementary,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-08 11:37,R_RUkn4W6gIRLWbvz,Special Educator,CAMERON R-I,Cameron High School,4,4,2,4,3,2,4,3,5,4,5,1,4,5,4,5,4,4,4,5,5,5,5,4,4
Baseline,2017-09-08 11:40,R_3PS36aKHnZYNACH,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,5,5,5,5,3,4,5,5,5,3,5,1,5,4,5,5,5,5,5,5,5,5,5,5,4
Baseline,2017-09-08 11:52,R_2vkM7Y64WimWnYj,Classroom Teacher,CAMERON R-I,Cameron High School,4,5,5,5,5,5,4,5,5,5,5,0,,,,5,5,3,3,3,3,2,4,2,3
Baseline,2017-09-08 12:08,R_2D2HMtG8eTmKA0P,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,5,5,4,5,4,4,5,5,5,5,5,1,5,5,5,5,4,5,5,5,5,3,3,3,4
Baseline,2017-09-08 14:05,R_3qF2IxauxF3KuRd,Classroom Teacher,CAMERON R-I,Cameron High School,1,2,2,5,5,5,5,5,5,5,5,1,4,5,4,4,3,4,4,5,4,5,5,5,5
Baseline,2017-09-08 14:18,R_1lhpvPsqROAYo9z,Classroom Teacher,CAMERON R-I,Cameron High School,2,1,2,4,2,2,2,5,5,5,5,1,4,4,4,4,2,4,4,4,3,4,4,4,3
Baseline,2017-09-08 15:22,R_3ekkuUp531xZNBf,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,2,2,2,3,1,2,4,4,5,2,5,1,2,3,4,2,4,5,5,5,5,4,4,4,3
Baseline,2017-09-08 20:55,R_O1nlUaymU007Cox,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,3,4,3,4,3,4,3,5,5,2,4,1,3,3,4,4,4,4,4,4,4,3,4,3,4
Baseline,2017-09-09 10:01,R_2VydpJPBIEUTF4l,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,5,5,5,5,5,5,5,5,5,5,5,1,5,4,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-09 13:48,R_2VJVjS2KR0uXZo5,Classroom Teacher,CAMERON R-I,Parkview Elementary,2,3,2,4,3,2,5,5,5,4,5,1,5,5,5,4,5,5,5,5,5,5,2,4,2
Baseline,2017-09-09 14:11,R_2Ptd13IKITZwwrE,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,3,3,4,5,4,4,5,5,5,3,5,1,4,4,4,5,5,4,4,4,4,4,4,4,4
Baseline,2017-09-09 16:21,R_1GNYCfDMY1AnpJK,Other,CAMERON R-I,Cameron Veterans Middle School,4,5,5,4,4,4,5,4,4,4,4,1,4,4,4,4,4,5,5,5,5,5,3,4,5
Baseline,2017-09-10 7:52,R_3j1fIFYEKthU9Gd,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,3,3,3,3,3,3,3,2,2,2,2,1,4,4,4,4,4,4,4,4,4,4,4,4,3
Baseline,2017-09-10 9:25,R_2ay6KY2XZXM5Ixa,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,3,4,2,4,2,2,5,5,5,2,5,1,5,5,5,4,5,5,5,5,5,5,5,3,3
Baseline,2017-09-10 11:34,R_ZJ2pCMKLkNZLxW9,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,3,4,4,4,4,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,4,5,5,4
Baseline,2017-09-10 15:26,R_1P1taaJ9vQyRgkZ,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,4,5,4,5,5,4,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-10 15:48,R_1GHoBsvqCkNFlkl,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,5,4,3,3,3,3,4,4,5,4,4,1,3,4,4,3,3,4,4,4,4,4,4,4,3
Baseline,2017-09-10 16:30,R_2wKNPtN8Upat04m,Classroom Teacher,CAMERON R-I,Parkview Elementary,5,4,4,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5
Baseline,2017-09-10 18:59,R_3gYpoJ7UrNiX2yM,Other,CAMERON R-I,Cameron Intermediate School,2,4,3,4,2,3,5,5,4,3,5,1,3,4,5,5,3,4,4,5,4,4,4,4,3
Baseline,2017-09-10 19:12,R_1flPmk2HNogjxUw,Instructional Coach,CAMERON R-I,Cameron Intermediate School,4,4,3,3,2,2,4,4,4,2,5,1,4,5,5,2,4,5,5,5,5,4,3,5,3
Baseline,2017-09-10 19:18,R_24jiMiA5gmBvDi1,Building Administrator,CAMERON R-I,Cameron Intermediate School,,,,,,,,,,,,1,3,5,5,4,4,,,,,,,,
Baseline,2017-09-11,R_2wgJ8wQqkS24iro,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,5,5,4,5,4,3,5,5,5,5,5,1,5,5,3,5,5,5,5,5,5,3,5,5,5
Baseline,2017-09-11,R_1Ea4ZA5Zqm29TlN,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,5,5,4,5,5,3,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11,R_1jvndTaHfLJyBeX,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,2,2,1,2,2,1,4,5,5,2,4,1,4,2,2,2,2,4,2,4,4,4,4,4,2
Baseline,2017-09-11,R_2S83czEdF5I3cXO,Other,SEDALIA 200,Smith-Cotton Junior High School,4,5,5,5,5,5,5,5,4,5,5,0,,,,5,5,5,5,5,5,3,4,4,3
Baseline,2017-09-11,R_3IRi9WnfOy9Nq9L,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,3,4,4,5,4,4,4,5,3,2,4,0,,,,4,5,4,4,4,3,4,4,4,4
Baseline,2017-09-11,R_QlHqDtVM44Aabnz,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,4,5,4,5,4,4,4,5,5,4,5,1,4,4,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11,R_2S2MFBtTVFKLSHi,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,3,3,3,3,3,3,4,5,5,5,4,1,4,4,4,5,4,4,4,4,3,4,4,4,4
Baseline,2017-09-11,R_1nMIaCFpoz8BYQG,School Counselor,SEDALIA 200,Smith-Cotton Junior High School,,,,,,,,,,,,0,,,,4,4,4,4,4,4,4,,4,4
Baseline,2017-09-11,R_3fpd2JKIsRrLm2x,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,2,2,3,2,4,2,5,5,5,5,5,1,4,5,5,5,5,5,3,5,5,5,5,5,4
Baseline,2017-09-11,R_3IT2sUKoXViprAm,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,3,4,5,3,5,5,4,4,4,4,4,1,4,5,4,4,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11,R_31v1BH2jeL5aXXT,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,4,4,3,3,3,2,4,5,5,2,4,1,2,4,1,2,2,5,4,5,4,5,5,4,3
Baseline,2017-09-11,R_1rHStUbK4DzdZ5o,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,1,2,2,4,3,1,5,3,5,2,5,1,4,4,4,4,4,5,4,5,5,3,4,2,1
Baseline,2017-09-11,R_24AHVJ3HuvWIhCg,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,3,5,5,5,5,,5,5,5,3,4,0,,,,4,5,5,4,4,4,4,4,4,5
Baseline,2017-09-11,R_2Y3NmTKNqOdKBAW,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,3,3,3,3,3,3,4,5,5,3,2,1,3,4,2,3,3,4,3,4,3,4,2,3,3
Baseline,2017-09-11,R_3ql1WfBxb20E0ni,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,2,3,2,4,4,3,3,3,3,3,3,0,,,,4,4,4,3,5,4,4,3,5,3
Baseline,2017-09-11,R_27Irh0ioZmdCgAH,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,3,2,2,4,4,2,5,4,4,1,2,1,2,4,4,2,2,4,2,4,4,4,4,4,2
Baseline,2017-09-11,R_3MDR3M2SPjUIjoP,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,5,5,3,5,5,4,5,4,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11,R_56o1MmoUOpaAcCd,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,2,3,3,4,2,2,4,4,4,2,4,1,4,4,4,4,2,4,3,4,4,4,4,3,3
Baseline,2017-09-11,R_DAHvMxQwf8H1hjb,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,2,2,2,4,2,3,4,2,5,5,5,0,,,,3,2,4,5,5,3,4,2,2,1
Baseline,2017-09-11 6:34,R_3k1fjSa6QclaiUc,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,4,5,5,5,4,4,5,5,5,5,5,1,5,5,5,5,4,5,4,5,4,4,5,4,4
Baseline,2017-09-11 6:39,R_129yVk6s6ep6BzB,Classroom Teacher,CAMERON R-I,Parkview Elementary,5,5,5,5,4,4,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11 6:41,R_9FfLhCdPsaO8Qmd,Classroom Teacher,CAMERON R-I,Cameron High School,2,2,4,5,2,3,4,5,5,2,5,1,3,5,5,4,4,4,4,4,5,5,4,5,3
Baseline,2017-09-11 8:20,R_2AYH2JdtGSpWocZ,Classroom Teacher,CAMERON R-I,Parkview Elementary,4,4,4,4,4,4,5,4,4,4,4,1,5,4,4,4,4,4,5,5,4,4,4,4,4
Baseline,2017-09-11 8:35,R_4YDM9KxseXEKFz3,Classroom Teacher,CAMERON R-I,Parkview Elementary,4,4,3,5,2,2,4,5,5,4,5,1,5,5,5,4,5,4,5,,4,4,4,4,4
Baseline,2017-09-11 11:01,R_3pm1Qe4B7Dduy3Q,Classroom Teacher,CAMERON R-I,Cameron Veterans Middle School,3,3,2,4,5,3,4,4,5,4,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4
Baseline,2017-09-11 14:24,R_5j5DkBrj2TzIHrH,Classroom Teacher,CAMERON R-I,Parkview Elementary,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-11 14:43,R_1DNj42CFTBfiCQb,Other,HAYTI R-II,Mathis Elementary,4,4,4,4,4,5,5,5,5,5,4,1,4,5,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-09-11 14:56,R_1dHtbZb8bpuwRdA,Classroom Teacher,CAMERON R-I,Cameron Intermediate School,4,4,4,5,4,4,5,5,5,4,5,1,5,5,5,5,5,4,4,4,4,4,4,4,3
Baseline,2017-09-11 14:56,R_2SDNTKYjmx8QHEL,Instructional Coach,HAYTI R-II,Mathis Elementary,4,4,4,4,2,2,5,2,5,4,5,1,5,5,5,5,4,5,5,5,5,5,5,5,5
Baseline,2017-09-11 16:15,R_2EcqjicYPERtAAK,Classroom Teacher,CAMERON R-I,Parkview Elementary,3,5,2,4,3,2,5,5,5,4,5,1,5,5,5,5,5,5,5,5,5,5,5,3,4
Baseline,2017-09-11 18:37,R_UEg5DPoFYAKaSsx,Classroom Teacher,CAMERON R-I,Parkview Elementary,5,4,4,5,4,3,4,4,4,3,5,1,4,5,5,4,4,4,4,4,4,4,4,4,4
Baseline,2017-09-12,R_2V4uAP0mWxzjvrZ,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,4,5,4,5,4,4,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5
Baseline,2017-09-12,R_2QY8o0mrY1tBp5S,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,4,4,4,4,4,4,4,4,4,4,4,1,5,5,5,5,5,4,4,4,4,4,4,4,4
Baseline,2017-09-12,R_3m31OEGEGPsbIU7,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,1,3,2,5,5,2,4,5,5,3,3,0,,,,3,3,4,4,4,4,4,4,4,4
Baseline,2017-09-12,R_3fHSieUZaQdoAg9,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,1,2,1,4,3,1,4,5,5,2,5,1,4,5,2,5,4,3,2,4,4,4,4,3,2
Baseline,2017-09-12,R_2WIkNcJ7bpktdzS,Classroom Teacher,SEDALIA 200,Smith-Cotton Junior High School,2,5,2,5,2,2,5,5,5,5,5,1,5,5,1,5,4,4,2,5,5,4,3,4,2
Baseline,2017-09-12,R_BA2Ukb7GRdmhdM5,Special Educator,SEDALIA 200,Smith-Cotton Junior High School,2,3,2,4,3,3,5,4,4,4,4,0,,,,4,4,4,4,4,4,4,4,4,4
